Broilers|Broilers/Asset_Register|Asset_Register.xlsx|Broilers/Asset_Register/Asset_Register.xlsx
Turbines|Turbines/Product_Descriptions and spare parts|Andritz_Hydro_Presentation.pdf|Turbines/Product_Descriptions and spare parts/Andritz_Hydro_Presentation.pdf
Turbines|Turbines/Product_Descriptions and spare parts|GE_Vernova_7HA03_Gas_Turbine_FactSheet.pdf|Turbines/Product_Descriptions and spare parts/GE_Vernova_7HA03_Gas_Turbine_FactSheet.pdf
Turbines|Turbines/Product_Descriptions and spare parts|Kawasaki_Gas_Turbine_Generator_Sets.pdf|Turbines/Product_Descriptions and spare parts/Kawasaki_Gas_Turbine_Generator_Sets.pdf
Turbines|Turbines/Product_Descriptions and spare parts|Kawasaki_Gas_Turbine_Green_Brochure.pdf|Turbines/Product_Descriptions and spare parts/Kawasaki_Gas_Turbine_Green_Brochure.pdf
Turbines|Turbines/Product_Descriptions and spare parts|MAN_Steam_Turbines_Technical_Catalog.pdf|Turbines/Product_Descriptions and spare parts/MAN_Steam_Turbines_Technical_Catalog.pdf
Turbines|Turbines/Product_Descriptions and spare parts|Mitsubishi_GTCC_Power_Plants.pdf|Turbines/Product_Descriptions and spare parts/Mitsubishi_GTCC_Power_Plants.pdf
Turbines|Turbines/Product_Descriptions and spare parts|README_Download_References.md|Turbines/Product_Descriptions and spare parts/README_Download_References.md
Turbines|Turbines/Sensors|Bently_3500_System_Datasheet.pdf|Turbines/Sensors/Bently_3500_System_Datasheet.pdf
Turbines|Turbines/Sensors|README_Download_References.md|Turbines/Sensors/README_Download_References.md
Turbines|Turbines/Sensors|SKF_Grease_Wind_Turbine_Main_Bearing.pdf|Turbines/Sensors/SKF_Grease_Wind_Turbine_Main_Bearing.pdf
Turbines|Turbines/Sensors|Woodward_Magnetic_Pickups_Proximity_Switches.pdf|Turbines/Sensors/Woodward_Magnetic_Pickups_Proximity_Switches.pdf
Turbines|Turbines/SOPs|Checklist_Turbine_Prestartup.html.redirect|Turbines/SOPs/Checklist_Turbine_Prestartup.html.redirect
Turbines|Turbines/SOPs|README_Download_References.md|Turbines/SOPs/README_Download_References.md
Turbines|Turbines/SOPs|SOP_Turbine_Checklist_Jindal.html.redirect|Turbines/SOPs/SOP_Turbine_Checklist_Jindal.html.redirect
Turbines|Turbines/SOPs|SOP_Turbine_Lube_Oil_System.html.redirect|Turbines/SOPs/SOP_Turbine_Lube_Oil_System.html.redirect
Turbines|Turbines/SOPs|Turbine_StartUp_Procedure_16MW.html.redirect|Turbines/SOPs/Turbine_StartUp_Procedure_16MW.html.redirect
Turbines|Turbines/Work_Orders|generate_work_orders.py|Turbines/Work_Orders/generate_work_orders.py
Valves|Valves/asset_register|Asset_Register_000091_V-027-357.csv|Valves/asset_register/Asset_Register_000091_V-027-357.csv
Valves|Valves/asset_register|Asset_Register_000116_V-049-582.csv|Valves/asset_register/Asset_Register_000116_V-049-582.csv
Valves|Valves/asset_register|Asset_Register_000120_V-019-437.csv|Valves/asset_register/Asset_Register_000120_V-019-437.csv
Valves|Valves/asset_register|Asset_Register_000134_V-024-353.csv|Valves/asset_register/Asset_Register_000134_V-024-353.csv
Valves|Valves/asset_register|Asset_Register_000191_V-042-507.csv|Valves/asset_register/Asset_Register_000191_V-042-507.csv
Valves|Valves/asset_register|Asset_Register_000200_V-011-366.csv|Valves/asset_register/Asset_Register_000200_V-011-366.csv
Valves|Valves/asset_register|Asset_Register_000216_V-015-879.csv|Valves/asset_register/Asset_Register_000216_V-015-879.csv
Valves|Valves/asset_register|equipment-register-template-pdf.pdf|Valves/asset_register/equipment-register-template-pdf.pdf
Valves|Valves/asset_register|_34.pdf|Valves/asset_register/_34.pdf
Valves|Valves/drawings|Cameron_Pipeline_Ball_Valve_Dimensions.pdf|Valves/drawings/Cameron_Pipeline_Ball_Valve_Dimensions.pdf
Valves|Valves/drawings|pid-symbols.pdf|Valves/drawings/pid-symbols.pdf
Valves|Valves/inspection|AMERICAN-NATIONAL-STANDARD-Control-Valve-Seat-Leakage.pdf|Valves/inspection/AMERICAN-NATIONAL-STANDARD-Control-Valve-Seat-Leakage.pdf
Valves|Valves/inspection|GSL-Test-Procedure-API-6D.pdf|Valves/inspection/GSL-Test-Procedure-API-6D.pdf
Valves|Valves/maintenance|Predicting-Cavitation-Damage-in-Control-Valves-Samson-Ives-Equipment.pdf|Valves/maintenance/Predicting-Cavitation-Damage-in-Control-Valves-Samson-Ives-Equipment.pdf
Valves|Valves/maintenance|_23.pdf|Valves/maintenance/_23.pdf
Valves|Valves/manuals|API-609-Short-Notes.pdf|Valves/manuals/API-609-Short-Notes.pdf
Valves|Valves/manuals|API-Standard-598-Valve-Inspection-and-Testing-2023-11-Edition-_50.pdf|Valves/manuals/API-Standard-598-Valve-Inspection-and-Testing-2023-11-Edition-_50.pdf
Valves|Valves/manuals|Catalogo-Fisher-LP-Gas.pdf|Valves/manuals/Catalogo-Fisher-LP-Gas.pdf
Valves|Valves/manuals|NFPA-13-PRESSURE-TEST-PROCEDURES-Fire-Pro-docx_62.pdf|Valves/manuals/NFPA-13-PRESSURE-TEST-PROCEDURES-Fire-Pro-docx_62.pdf
Valves|Valves/manuals|Shand__Jurs_Brochure_2019.pdf|Valves/manuals/Shand__Jurs_Brochure_2019.pdf
Valves|Valves/manuals|WCENBR0001_EN_AQ.pdf|Valves/manuals/WCENBR0001_EN_AQ.pdf
Valves|Valves/Product_Descriptions|Emerson-Keystone-Figure-360_362_370_372-K-Lok-Datasheet.pdf|Valves/Product_Descriptions/Emerson-Keystone-Figure-360_362_370_372-K-Lok-Datasheet.pdf
Valves|Valves/Product_Descriptions|material-selection.pdf|Valves/Product_Descriptions/material-selection.pdf
Valves|Valves/sensors|Actuator-Selection-Guide-for-Flow-tek-Ball-Valves_38.pdf|Valves/sensors/Actuator-Selection-Guide-for-Flow-tek-Ball-Valves_38.pdf
Valves|Valves/sensors|IM21B04C01-01E_8.pdf|Valves/sensors/IM21B04C01-01E_8.pdf
Valves|Valves/SOPs|SOP_0012_V-041-306.csv|Valves/SOPs/SOP_0012_V-041-306.csv
Valves|Valves/SOPs|SOP_0034_V-021-481.csv|Valves/SOPs/SOP_0034_V-021-481.csv
Valves|Valves/SOPs|SOP_0050_V-036-423.csv|Valves/SOPs/SOP_0050_V-036-423.csv
Valves|Valves/SOPs|SOP_0077_V-041-188.csv|Valves/SOPs/SOP_0077_V-041-188.csv
Valves|Valves/SOPs|SOP_0078_V-049-668.csv|Valves/SOPs/SOP_0078_V-049-668.csv
Valves|Valves/spareparts|Spare_Parts_0015_Cashco_Limit_Switch_Box_Kit.csv|Valves/spareparts/Spare_Parts_0015_Cashco_Limit_Switch_Box_Kit.csv
Valves|Valves/spareparts|Spare_Parts_0027_L&T_Solenoid_Kit.csv|Valves/spareparts/Spare_Parts_0027_L&T_Solenoid_Kit.csv
Valves|Valves/workorders|WO_000012_V-040-036.csv|Valves/workorders/WO_000012_V-040-036.csv
Valves|Valves/workorders|WO_000098_V-017-850.csv|Valves/workorders/WO_000098_V-017-850.csv
Valves|Valves/workorders|WO_000125_V-041-286.csv|Valves/workorders/WO_000125_V-041-286.csv
Valves|Valves/workorders|WO_000134_V-033-681.csv|Valves/workorders/WO_000134_V-033-681.csv
Valves|Valves/workorders|WO_000165_V-045-274.csv|Valves/workorders/WO_000165_V-045-274.csv
Valves|Valves/workorders|WO_000181_V-026-533.csv|Valves/workorders/WO_000181_V-026-533.csv
Valves|Valves/workorders|WO_000184_V-002-534.csv|Valves/workorders/WO_000184_V-002-534.csv
Valves|Valves/workorders|WO_000214_V-042-524.csv|Valves/workorders/WO_000214_V-042-524.csv
